id,date,closing_price,circulating_supply,market_cap,market_cap_rank,total_volume_day,daily_pct_change,sma_7,sma_30,volatility_7d,volume_marketcap_ratio,year,month,weekday,is_weekend
binancecoin,2024-06-03,602.95,145887575.79,92815739994.6981,5,729625293.0352916,,,,,0.0078610081983612,2024,6,Monday,False
binancecoin,2024-06-04,626.56,145887575.79,96392830574.2577,5,1961098629.5344565,0.0391574757442572,,,,0.0203448598599217,2024,6,Tuesday,False
binancecoin,2024-06-05,686.51,145887575.79,105468885833.64392,5,2674092196.770385,0.095681179775281,,,,0.0253543229895139,2024,6,Wednesday,False
binancecoin,2024-06-06,699.92,145887575.79,107455168164.88107,5,2624815114.090775,0.0195335829048375,,,,0.0244270718562667,2024,6,Thursday,False
binancecoin,2024-06-07,710.04,145887575.79,109136373921.8165,5,1902933087.1101096,0.0144587952908903,,,,0.0174362865351687,2024,6,Friday,False
binancecoin,2024-06-08,683.34,145887575.79,105049550506.8814,5,1735949561.2539003,-0.0376035152949129,,,,0.0165250546325772,2024,6,Saturday,True
binancecoin,2024-06-09,682.78,145887575.79,105009707070.7858,5,970666024.3751916,-0.0008195041999591,670.3000000000001,,39.779345980881445,0.0092435837738398,2024,6,Sunday,True
binancecoin,2024-06-10,673.5,145887575.79,103593929502.30762,5,814918778.5516957,-0.0135914935996953,680.3785714285714,,26.63816962466425,0.0078664723161557,2024,6,Monday,False
binancecoin,2024-06-11,624.11,145887575.79,95971068300.00288,5,2274746205.367519,-0.0733333333333333,680.0285714285714,,27.46636878594833,0.0237024162141941,2024,6,Tuesday,False
binancecoin,2024-06-12,601.69,145887575.79,92483600937.1491,5,2229553819.165605,-0.0359231545721105,667.9114285714286,,39.986571257765775,0.0241075584922432,2024,6,Wednesday,False
binancecoin,2024-06-13,618.84,145887575.79,95223345273.40164,5,1554248335.2816668,0.0285030497432232,656.3285714285714,,40.90206532216981,0.0163221354051274,2024,6,Thursday,False
binancecoin,2024-06-14,599.16,145887575.79,92296382370.82454,5,1191864006.7666323,-0.0318014349427963,640.4885714285714,,38.001891368970654,0.0129134422839891,2024,6,Friday,False
binancecoin,2024-06-15,603.05,145887575.79,92795708620.57265,5,1081824863.9673705,0.0064924227251486,629.0185714285715,,34.90305116966678,0.0116581346276559,2024,6,Saturday,True
binancecoin,2024-06-16,607.81,145887575.79,93495111372.27794,5,573133472.7140491,0.0078932095182819,618.3085714285714,,26.031780210972453,0.0061300902721207,2024,6,Sunday,True
binancecoin,2024-06-17,609.83,145887575.79,93844222932.51978,5,520408916.15809137,0.0033234069857357,609.2128571428572,,9.24292290401244,0.0055454550093328,2024,6,Monday,False
binancecoin,2024-06-18,603.93,145887575.79,92863624575.77975,5,993748365.859103,-0.0096748274109179,606.3299999999999,,6.587834747977517,0.0107011585041909,2024,6,Tuesday,False
binancecoin,2024-06-19,588.35,145887575.79,90374753660.80763,5,1785473969.3443074,-0.0257976917854717,604.4242857142856,,9.458029846190026,0.0197563356692014,2024,6,Wednesday,False
binancecoin,2024-06-20,598.18,145887575.79,91968780053.35942,5,965104859.3444736,0.0167077419903116,601.472857142857,,7.152246067461302,0.010493831263006,2024,6,Thursday,False
binancecoin,2024-06-21,586.91,145887575.79,90412994443.05608,5,1092535046.9407232,-0.01884048279782,599.722857142857,,9.057388722815316,0.0120838277027626,2024,6,Friday,False
binancecoin,2024-06-22,585.86,145887575.79,90166701078.6318,5,763964473.6073122,-0.0017890306861357,597.2671428571429,,10.255997780624826,0.0084728005402025,2024,6,Saturday,True
binancecoin,2024-06-23,590.56,145887575.79,90831383357.65897,5,374691318.64901847,0.008022394428703,594.8028571428571,,9.33129093299427,0.0041251305969174,2024,6,Sunday,True
binancecoin,2024-06-24,577.11,145887575.79,88704371856.76431,5,602832218.4960234,-0.0227749932267676,590.1285714285714,,8.72465362936379,0.0067959696447594,2024,6,Monday,False
binancecoin,2024-06-25,568.29,145887575.79,87271749669.35222,5,1423801612.3312726,-0.0152830482923533,585.0371428571428,,9.675594235472747,0.0163145762257047,2024,6,Tuesday,False
binancecoin,2024-06-26,578.1,145887575.79,88851602668.00504,5,822683284.7074347,0.0172623132555562,583.5728571428571,,9.86443732858157,0.0092590708552708,2024,6,Wednesday,False
binancecoin,2024-06-27,571.97,145887575.79,87994251271.48695,5,706189025.807188,-0.0106037017816986,579.8285714285714,,8.235721843633634,0.0080253995642101,2024,6,Thursday,False
binancecoin,2024-06-28,580.48,145887575.79,89308267430.44771,5,821012226.7540812,0.0148784027134289,578.9100000000001,,7.6521674489425955,0.0091930148280334,2024,6,Friday,False
binancecoin,2024-06-29,566.78,145887575.79,87198053054.71178,5,723489522.5438671,-0.0236011576626241,576.1842857142857,,8.146182863039915,0.0082970834462315,2024,6,Saturday,True
binancecoin,2024-06-30,569.04,145887575.79,87526072993.09691,5,405914726.5069232,0.0039874378065563,573.11,,5.421912331762978,0.0046376435343893,2024,6,Sunday,True
binancecoin,2024-07-01,581.78,145887575.79,89479656642.3047,5,679465520.4101188,0.0223885842822999,573.7771428571428,,6.224094885430905,0.0075935195317778,2024,7,Monday,False
binancecoin,2024-07-02,576.46,145887575.79,88672388632.92958,5,664117687.1465874,-0.009144350097975,574.9442857142857,611.7963333333333,5.773352166470124,0.0074895657756078,2024,7,Tuesday,False
binancecoin,2024-07-03,579.02,145887575.79,89098620871.59885,5,606289001.4273182,0.0044408978940428,575.0757142857143,610.9986666666666,5.866878378213738,0.0068046956899708,2024,7,Wednesday,False
binancecoin,2024-07-04,556.98,145887575.79,85665920083.9427,5,1001238960.4725356,-0.0380643155676833,572.9342857142857,608.6793333333334,9.05751043267879,0.0116877161827181,2024,7,Thursday,False
binancecoin,2024-07-05,513.95,145887575.79,79274495247.43005,5,1545553921.1939452,-0.0772559158318072,563.43,602.9273333333333,23.388455129258137,0.0194962316236765,2024,7,Friday,False
binancecoin,2024-07-06,498.62,145887575.79,76714273647.3038,5,2604851068.3584733,-0.0298278042611149,553.6928571428572,596.2173333333334,33.683697696009844,0.0339552334202413,2024,7,Saturday,True
binancecoin,2024-07-07,527.46,145887575.79,81193238739.26189,5,775622840.4010627,0.0578396373992218,547.7528571428572,590.1313333333333,34.18867196128242,0.009552800854414,2024,7,Sunday,True
binancecoin,2024-07-08,489.9,145887575.79,75281277003.41962,5,886962556.251936,-0.0712091912182915,534.6271428571429,583.6833333333333,36.50640980900268,0.0117819807468415,2024,7,Monday,False
binancecoin,2024-07-09,510.23,145887575.79,78514420114.3121,5,1586231681.331875,0.041498264952031,525.1657142857142,577.9316666666667,32.18413162680356,0.0202030617945394,2024,7,Tuesday,False
binancecoin,2024-07-10,516.67,145887575.79,79558013405.23064,5,741939896.1615809,0.0126217588146519,516.2585714285714,572.7040000000001,21.723423171445653,0.0093257720298078,2024,7,Wednesday,False
binancecoin,2024-07-11,524.29,145887575.79,80718169616.7678,5,846017353.3708689,0.0147482919465036,511.5885714285714,569.3766666666667,13.447735160701502,0.0104811265838605,2024,7,Thursday,False
binancecoin,2024-07-12,525.42,145887575.79,80735885200.94586,5,807513195.2972174,0.0021552957332773,513.2271428571429,566.8343333333333,14.44522494838728,0.0100019117061437,2024,7,Friday,False
binancecoin,2024-07-13,533.8,145887575.79,82091505746.59743,5,796401058.1368024,0.0159491454455482,518.2528571428571,563.9996666666666,14.63475511045005,0.0097013820235574,2024,7,Saturday,True
binancecoin,2024-07-14,531.83,145887575.79,81949861356.44743,5,628511639.0220709,-0.0036905207943048,518.8771428571428,561.7553333333333,15.17616301340727,0.0076694655563639,2024,7,Sunday,True
binancecoin,2024-07-15,544.99,145887575.79,83985308455.3087,5,594170752.2167687,0.0247447492619821,526.7471428571429,559.8199999999999,11.478557856986164,0.0070746986960576,2024,7,Monday,False
binancecoin,2024-07-16,586.5,145887575.79,90237693987.10371,5,1118557940.60654,0.0761665351657827,537.6428571428571,559.1096666666667,23.29919720668894,0.0123956840116769,2024,7,Tuesday,False
binancecoin,2024-07-17,577.07,145887575.79,88732963754.11292,5,1214855892.5372884,-0.0160784313725489,546.2714285714286,558.0176666666666,25.333076815743773,0.0136911452197603,2024,7,Wednesday,False
binancecoin,2024-07-18,568.66,145887575.79,87605945219.33867,5,801369061.398164,-0.0145736219176184,552.61,556.842,24.452031953738757,0.0091474278302891,2024,7,Thursday,False
