id,symbol,name,date,year,month,weekday,is_weekend,closing_price,daily_pct_change,sma_7,sma_30,volatility_7d,total_volume_day,volume_marketcap_ratio,market_cap,market_cap_rank,fully_diluted_valuation,circulating_supply,max_supply,circulation_ratio,ath,ath_date,atl,atl_date,image,last_updated
binancecoin,bnb,BNB,2024-06-03,2024,6,Monday,False,602.95,,,,,729625293.0352916,0.007861008198361288,92815739994.6981,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-04,2024,6,Tuesday,False,626.56,0.03915747574425721,,,,1961098629.5344565,0.02034485985992178,96392830574.2577,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-05,2024,6,Wednesday,False,686.51,0.09568117977528101,,,,2674092196.770385,0.025354322989513994,105468885833.64392,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-06,2024,6,Thursday,False,699.92,0.019533582904837532,,,,2624815114.090775,0.02442707185626673,107455168164.88107,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-07,2024,6,Friday,False,710.04,0.014458795290890336,,,,1902933087.1101096,0.017436286535168738,109136373921.8165,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-08,2024,6,Saturday,True,683.34,-0.037603515294912904,,,,1735949561.2539005,0.01652505463257727,105049550506.88141,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-09,2024,6,Sunday,True,682.78,-0.0008195041999591313,670.3000000000001,,39.779345980881445,970666024.3751915,0.00924358377383985,105009707070.78581,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-10,2024,6,Monday,False,673.5,-0.013591493599695359,680.3785714285714,,26.63816962466425,814918778.5516957,0.007866472316155773,103593929502.30762,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-11,2024,6,Tuesday,False,624.11,-0.07333333333333336,680.0285714285714,,27.46636878594833,2274746205.367519,0.023702416214194114,95971068300.00287,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-12,2024,6,Wednesday,False,601.69,-0.035923154572110594,667.9114285714286,,39.986571257765775,2229553819.165605,0.024107558492243258,92483600937.1491,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-13,2024,6,Thursday,False,618.84,0.028503049743223263,656.3285714285714,,40.902065322169804,1554248335.2816668,0.016322135405127475,95223345273.40163,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-14,2024,6,Friday,False,599.16,-0.0318014349427963,640.4885714285714,,38.001891368970654,1191864006.7666323,0.012913442283989105,92296382370.82454,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-15,2024,6,Saturday,True,603.05,0.0064924227251486055,629.0185714285715,,34.90305116966678,1081824863.9673705,0.011658134627655959,92795708620.57265,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-16,2024,6,Sunday,True,607.81,0.007893209518281985,618.3085714285714,,26.031780210972453,573133472.7140491,0.006130090272120772,93495111372.27794,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-17,2024,6,Monday,False,609.83,0.003323406985735744,609.2128571428572,,9.24292290401244,520408916.15809137,0.0055454550093328595,93844222932.51978,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-18,2024,6,Tuesday,False,603.93,-0.009674827410917963,606.3299999999999,,6.587834747977517,993748365.859103,0.010701158504190969,92863624575.77975,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-19,2024,6,Wednesday,False,588.35,-0.025797691785471755,604.4242857142856,,9.458029846190026,1785473969.3443074,0.01975633566920144,90374753660.80763,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-20,2024,6,Thursday,False,598.18,0.016707741990311664,601.472857142857,,7.152246067461302,965104859.3444737,0.010493831263006088,91968780053.35942,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-21,2024,6,Friday,False,586.91,-0.018840482797820024,599.722857142857,,9.057388722815316,1092535046.9407232,0.01208382770276261,90412994443.05609,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-22,2024,6,Saturday,True,585.86,-0.001789030686135784,597.2671428571429,,10.255997780624826,763964473.6073122,0.008472800540202538,90166701078.63179,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-23,2024,6,Sunday,True,590.56,0.008022394428703006,594.8028571428571,,9.33129093299427,374691318.64901847,0.004125130596917462,90831383357.65895,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-24,2024,6,Monday,False,577.11,-0.02277499322676768,590.1285714285714,,8.72465362936379,602832218.4960234,0.006795969644759435,88704371856.76431,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-25,2024,6,Tuesday,False,568.29,-0.015283048292353385,585.0371428571428,,9.675594235472749,1423801612.3312726,0.01631457622570478,87271749669.35222,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-26,2024,6,Wednesday,False,578.1,0.017262313255556272,583.5728571428571,,9.86443732858157,822683284.7074347,0.00925907085527089,88851602668.00504,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-27,2024,6,Thursday,False,571.97,-0.010603701781698671,579.8285714285714,,8.235721843633634,706189025.807188,0.008025399564210129,87994251271.48695,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-28,2024,6,Friday,False,580.48,0.014878402713428995,578.9100000000001,,7.6521674489425955,821012226.7540812,0.009193014828033435,89308267430.44771,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-29,2024,6,Saturday,True,566.78,-0.02360115766262416,576.1842857142857,,8.146182863039915,723489522.5438671,0.008297083446231522,87198053054.71178,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-06-30,2024,6,Sunday,True,569.04,0.003987437806556304,573.11,,5.421912331762978,405914726.50692314,0.004637643534389315,87526072993.09691,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-07-01,2024,7,Monday,False,581.78,0.02238858428229995,573.7771428571428,,6.224094885430905,679465520.4101188,0.007593519531777877,89479656642.3047,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
binancecoin,bnb,BNB,2024-07-02,2024,7,Tuesday,False,576.46,-0.009144350097975096,574.9442857142857,611.7963333333333,5.773352166470124,664117687.1465874,0.007489565775607844,88672388632.92958,5,96219209355.0,145887575.79,200000000.0,0.72943787895,788.84,2024-12-04 10:35:25.220000+00:00,0.04,2017-10-19 00:00:00+00:00,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,
